date,open,close,high,low,volume,指数
2025-07-30,3608.350,3615.720,3636.170,3593.730,637221916.000,上证指数
2025-07-31,3604.700,3573.210,3606.370,3562.610,654509349.000,上证指数
2025-08-01,3568.260,3559.950,3581.750,3550.040,509563080.000,上证指数
2025-08-04,3547.160,3583.310,3583.310,3547.160,458573618.000,上证指数
2025-08-05,3588.810,3617.600,3617.600,3586.970,499797780.000,上证指数
2025-08-06,3615.810,3633.990,3634.310,3613.990,512467273.000,上证指数
2025-08-07,3637.780,3639.670,3645.120,3622.520,535501202.000,上证指数
2025-08-08,3634.850,3635.130,3645.370,3625.450,526407572.000,上证指数
2025-08-11,3637.050,3647.550,3656.850,3629.630,551393348.000,上证指数
2025-08-12,3647.960,3665.920,3669.040,3647.960,536623739.000,上证指数
2025-08-13,3668.660,3683.460,3688.630,3666.550,613528884.000,上证指数
2025-08-14,3685.520,3666.440,3704.770,3662.570,647829587.000,上证指数
2025-08-15,3659.810,3696.770,3702.260,3658.380,678521703.000,上证指数
2025-08-18,3712.500,3728.030,3745.940,3702.380,776016669.000,上证指数
2025-08-19,3728.490,3727.290,3746.670,3718.150,696099750.000,上证指数
2025-08-20,3716.680,3766.210,3767.430,3704.990,679836426.000,上证指数
2025-08-21,3770.680,3771.100,3787.980,3757.990,691552959.000,上证指数
2025-08-22,3772.280,3825.760,3825.760,3772.280,698136277.000,上证指数
2025-08-25,3848.160,3883.560,3883.560,3839.970,885474802.000,上证指数
2025-08-26,3871.470,3868.380,3888.600,3859.760,734565305.000,上证指数
2025-08-27,3869.610,3800.350,3887.200,3800.350,858633499.000,上证指数
2025-08-28,3796.710,3843.600,3845.090,3761.420,788351947.000,上证指数
2025-08-29,3842.820,3857.930,3867.610,3839.210,739462366.000,上证指数
2025-09-01,3869.750,3875.530,3879.050,3853.660,747709536.000,上证指数
2025-09-02,3877.090,3858.130,3885.310,3828.680,762618833.000,上证指数
2025-09-03,3865.290,3813.560,3868.390,3794.880,645668510.000,上证指数
2025-09-04,3807.760,3765.880,3808.400,3732.840,710227933.000,上证指数
2025-09-05,3761.880,3812.510,3817.160,3745.310,626223380.000,上证指数
2025-09-08,3811.670,3826.840,3833.140,3803.600,660066898.000,上证指数
2025-09-09,3816.660,3807.290,3834.670,3791.720,600239380.000,上证指数
2025-09-10,3806.580,3812.220,3827.000,3794.060,534539825.000,上证指数
2025-09-11,3806.060,3875.310,3875.310,3796.430,617012930.000,上证指数
2025-09-12,3875.510,3870.600,3892.740,3866.540,700641784.000,上证指数
2025-09-15,3876.100,3860.500,3879.740,3855.970,644793944.000,上证指数
2025-09-16,3865.980,3861.870,3876.690,3838.650,673439723.000,上证指数
2025-09-17,3854.070,3876.340,3882.670,3848.950,663434713.000,上证指数
2025-09-18,3876.060,3831.660,3899.960,3801.000,876027389.000,上证指数
2025-09-19,3830.440,3820.090,3843.170,3811.900,682292613.000,上证指数
2025-09-22,3822.010,3828.580,3831.740,3806.200,568325686.000,上证指数
2025-09-23,3830.140,3821.830,3838.610,3774.530,701902868.000,上证指数
2025-09-24,3804.480,3853.640,3854.920,3804.330,602056670.000,上证指数
2025-09-25,3852.430,3853.300,3866.110,3840.460,589950531.000,上证指数
2025-09-26,3839.860,3828.110,3856.610,3828.110,551275335.000,上证指数
2025-09-29,3828.170,3862.530,3881.000,3809.540,608466399.000,上证指数
2025-09-30,3869.700,3882.780,3887.570,3866.280,569734631.000,上证指数
2025-10-09,3898.310,3933.970,3936.580,3885.740,725218501.000,上证指数
2025-10-10,3915.480,3897.030,3933.010,3886.310,718917673.000,上证指数
2025-10-13,3800.110,3889.500,3895.830,3800.110,709506101.000,上证指数
2025-10-14,3910.780,3865.230,3918.440,3851.120,800839631.000,上证指数
2025-10-15,3867.540,3912.210,3912.290,3857.670,645012955.000,上证指数
2025-10-16,3900.680,3916.230,3931.050,3899.170,595451491.000,上证指数
2025-10-17,3912.040,3839.760,3921.060,3835.360,617563018.000,上证指数
2025-10-20,3865.550,3863.890,3877.720,3850.370,549261712.000,上证指数
2025-10-21,3870.750,3916.330,3919.320,3868.150,599415713.000,上证指数
2025-10-22,3896.070,3913.760,3918.590,3893.330,543117344.000,上证指数
2025-10-23,3904.160,3922.410,3926.220,3877.530,565189264.000,上证指数
2025-10-24,3929.120,3950.310,3950.310,3928.960,567858443.000,上证指数
2025-10-27,3969.220,3996.940,3999.070,3963.100,637589545.000,上证指数
2025-10-28,3986.890,3988.220,4010.730,3976.830,577357684.000,上证指数
2025-10-29,3990.270,4016.330,4016.330,3986.940,612917466.000,上证指数
2025-10-30,4007.820,3986.900,4025.700,3984.830,668485609.000,上证指数
2025-10-31,3985.060,3954.790,3986.740,3951.730,675615406.000,上证指数
2025-11-03,3954.080,3976.520,3977.310,3937.020,641245945.000,上证指数
2025-11-04,3973.460,3960.190,3985.880,3938.520,615493792.000,上证指数
2025-11-05,3922.580,3969.250,3979.750,3922.580,614991618.000,上证指数
2025-11-06,3973.350,4007.760,4008.800,3973.350,627367547.000,上证指数
2025-11-07,3994.320,3997.560,4012.010,3993.690,596507034.000,上证指数
2025-11-10,4001.790,4018.600,4018.700,3990.840,634049993.000,上证指数
2025-11-11,4023.880,4002.760,4024.940,3991.520,581994921.000,上证指数
2025-11-12,3996.560,4000.140,4020.380,3980.680,586193228.000,上证指数
2025-11-13,3996.510,4029.500,4030.400,3994.770,613031061.000,上证指数
2025-11-14,4007.130,3990.490,4034.080,3990.310,622017118.000,上证指数
2025-11-17,3988.560,3972.030,3992.400,3958.950,592017950.000,上证指数
2025-11-18,3962.440,3939.810,3966.890,3926.590,594411046.000,上证指数
2025-11-19,3937.920,3946.740,3960.050,3930.070,531149601.000,上证指数
2025-11-20,3960.700,3931.050,3967.970,3927.510,534749540.000,上证指数
2025-11-21,3896.660,3834.890,3912.010,3834.750,631646251.000,上证指数
2025-11-24,3848.660,3836.770,3854.330,3816.580,504601716.000,上证指数
2025-11-25,3850.570,3870.020,3882.030,3845.140,478727611.000,上证指数
2025-11-26,3867.430,3864.180,3879.920,3861.180,457589755.000,上证指数
2025-11-27,3867.200,3875.260,3895.590,3864.130,444021947.000,上证指数
2025-11-28,3870.940,3888.600,3888.890,3856.250,449931973.000,上证指数
2025-12-01,3894.210,3914.010,3914.460,3890.950,537554133.000,上证指数
2025-12-02,3908.460,3897.710,3908.770,3888.330,455584494.000,上证指数
2025-12-03,3894.160,3878.000,3901.700,3869.950,485617270.000,上证指数
2025-12-04,3879.740,3875.790,3888.860,3859.050,445040290.000,上证指数
2025-12-05,3873.120,3902.810,3907.780,3863.310,500368768.000,上证指数
2025-12-08,3909.230,3924.080,3936.310,3904.740,547349789.000,上证指数
2025-12-09,3916.510,3909.520,3923.900,3902.130,524538256.000,上证指数
2025-12-10,3901.130,3900.500,3906.120,3876.470,497331504.000,上证指数
2025-12-11,3903.890,3873.320,3904.960,3862.820,525658600.000,上证指数
2025-12-12,3869.410,3889.350,3891.810,3850.600,573947130.000,上证指数
2025-12-15,3865.400,3867.920,3896.980,3863.630,500922790.000,上证指数
2025-12-16,3861.510,3824.810,3862.430,3815.840,512494827.000,上证指数
2025-12-17,3822.510,3870.280,3881.750,3818.000,512313692.000,上证指数
2025-12-18,3857.260,3876.370,3888.290,3856.420,461172625.000,上证指数
2025-12-19,3878.230,3890.450,3902.670,3871.780,513511893.000,上证指数
2025-12-22,3900.540,3917.360,3920.010,3900.520,522938992.000,上证指数
2025-12-23,3919.110,3919.980,3937.130,3910.740,521156952.000,上证指数
2025-12-24,3920.350,3940.950,3947.040,3912.310,474896447.000,上证指数
2025-12-25,3937.720,3959.620,3964.070,3936.080,469313093.000,上证指数
2025-12-26,3957.830,3963.680,3977.710,3945.520,555489592.000,上证指数
2025-12-29,3964.650,3965.280,3983.980,3956.950,563687197.000,上证指数
2025-12-30,3947.870,3965.120,3979.990,3947.420,525932588.000,上证指数
2025-12-31,3968.730,3968.840,3977.540,3955.490,490751490.000,上证指数
2026-01-05,3986.970,4023.420,4025.260,3983.580,596950455.000,上证指数
2026-01-06,4026.020,4083.670,4083.670,4025.090,702472270.000,上证指数
2026-01-07,4083.840,4085.770,4098.780,4069.440,683384352.000,上证指数
2026-01-08,4077.720,4082.980,4093.870,4067.120,666131337.000,上证指数
2026-01-09,4086.760,4120.430,4121.720,4083.620,729837985.000,上证指数
2026-01-12,4134.890,4165.290,4168.360,4119.880,839456089.000,上证指数
2026-01-13,4169.700,4138.760,4179.700,4126.230,868382717.000,上证指数
2026-01-14,4138.650,4126.090,4190.870,4103.620,952551289.000,上证指数
2026-01-15,4106.220,4112.600,4133.070,4096.850,680250791.000,上证指数
2026-01-16,4127.060,4101.910,4140.230,4091.810,763588465.000,上证指数
2026-01-19,4090.720,4114.000,4126.520,4090.060,688905870.000,上证指数
2026-01-20,4116.370,4113.650,4128.930,4080.290,734362496.000,上证指数
2026-01-21,4103.530,4116.940,4135.960,4103.530,666989507.000,上证指数
2026-01-22,4126.070,4122.580,4140.840,4109.920,709695409.000,上证指数
2026-01-23,4130.110,4136.160,4143.750,4120.200,782115454.000,上证指数
